epoch,train_loss,val_acc,val_f1
1,0.7323213573985212,0.8305975049244911,0.8015384615384615
2,0.4383527453099023,0.8154957321076822,0.7907669396872673
3,0.29887918000576374,0.8292843072882469,0.8009188361408882
